turn,bet
38,50
39,50
40,50
41,100
42,100
43,100
44,150
45,200
46,250
47,300
48,350
49,450
50,550
51,700
52,900
53,1100
54,1400
55,1750
56,2150
57,2700
58,3400
59,4250
60,5300
61,6600
62,8250
63,10350
64,12900
65,16150
66,20200
67,25250
68,31550
69,39450
70,49300
71,61650
